segment_id,track_id,geolocation_type,geolocation_id,sensor_id,snr_type,date_index,target_type
1576,1316,A,3,3,HighSNR,20,animal
1577,1316,A,3,3,HighSNR,20,animal
1578,1325,A,3,3,HighSNR,20,animal
1579,1329,A,3,3,HighSNR,20,animal
1580,1329,A,3,3,HighSNR,20,animal
1581,1329,A,3,3,HighSNR,20,animal
1582,1348,A,3,3,HighSNR,20,animal
1583,1348,A,3,3,HighSNR,20,animal
1584,1353,A,3,3,HighSNR,20,animal
1585,1353,A,3,3,HighSNR,20,animal
1586,1364,A,3,3,HighSNR,20,animal
1587,1377,A,3,3,HighSNR,20,animal
1588,1378,A,3,3,HighSNR,20,animal
1589,1378,A,3,3,HighSNR,20,animal
1590,1378,A,3,3,HighSNR,20,animal
1591,1381,A,3,3,HighSNR,20,animal
1592,1387,A,3,3,HighSNR,20,animal
1593,1397,A,3,3,HighSNR,20,animal
1594,1397,A,3,3,HighSNR,20,animal
1595,1397,A,3,3,HighSNR,20,animal
1596,1403,A,3,3,HighSNR,20,animal
1597,1403,A,3,3,HighSNR,20,animal
1598,1403,A,3,3,HighSNR,20,animal
1599,1413,A,3,3,HighSNR,20,animal
1600,1413,A,3,3,HighSNR,20,animal
1601,1413,A,3,3,HighSNR,20,animal
1602,1419,A,3,3,HighSNR,20,animal
1603,1419,A,3,3,HighSNR,20,animal
1604,1419,A,3,3,HighSNR,20,animal
1605,1419,A,3,3,HighSNR,20,animal
1606,1419,A,3,3,HighSNR,20,animal
1607,1421,A,3,3,HighSNR,20,animal
1608,1424,A,3,3,HighSNR,20,animal
1609,1424,A,3,3,HighSNR,20,animal
1610,1424,A,3,3,HighSNR,20,animal
1611,1424,A,3,3,HighSNR,20,animal
1612,1424,A,3,3,HighSNR,20,animal
1613,1424,A,3,3,HighSNR,20,animal
1614,1424,A,3,3,HighSNR,20,animal
1615,1424,A,3,3,HighSNR,20,animal
1616,1424,A,3,3,HighSNR,20,animal
1617,1424,A,3,3,HighSNR,20,animal
1618,1424,A,3,3,HighSNR,20,animal
1619,1424,A,3,3,HighSNR,20,animal
1620,1424,A,3,3,HighSNR,20,animal
1621,1424,A,3,3,HighSNR,20,animal
1622,1424,A,3,3,HighSNR,20,animal
1623,1424,A,3,3,HighSNR,20,animal
1624,1424,A,3,3,HighSNR,20,animal
1625,1424,A,3,3,HighSNR,20,animal
1626,1429,A,3,3,HighSNR,20,animal
1627,1431,A,3,3,HighSNR,20,animal
1628,1440,A,3,3,HighSNR,20,animal
1629,1440,A,3,3,HighSNR,20,animal
1630,1440,A,3,3,HighSNR,20,animal
1631,1450,A,3,3,HighSNR,20,animal
1632,1466,A,3,3,HighSNR,23,animal
1633,1467,A,3,3,HighSNR,23,animal
1634,1470,A,3,3,HighSNR,23,animal
1635,1477,A,3,3,HighSNR,23,animal
1636,1477,A,3,3,HighSNR,23,animal
1637,1477,A,3,3,HighSNR,23,animal
1638,1477,A,3,3,HighSNR,23,animal
1639,1477,A,3,3,HighSNR,23,animal
1640,1478,A,3,3,HighSNR,23,animal
1641,1479,A,3,3,HighSNR,23,animal
1642,1479,A,3,3,HighSNR,23,animal
1643,1480,A,3,3,HighSNR,23,animal
1644,1483,A,3,3,HighSNR,23,animal
1645,1484,A,3,3,HighSNR,23,animal
1646,1484,A,3,3,HighSNR,23,animal
1647,1484,A,3,3,HighSNR,23,animal
1648,1484,A,3,3,HighSNR,23,animal
1649,1484,A,3,3,HighSNR,23,animal
1650,1484,A,3,3,HighSNR,23,animal
1651,1494,A,3,3,HighSNR,23,animal
1652,1497,A,3,3,HighSNR,23,animal
1653,1503,A,3,3,HighSNR,23,animal
1654,7,C,1,1,LowSNR,27,animal
1655,7,C,1,1,LowSNR,27,animal
1656,11,C,1,1,LowSNR,27,animal
1657,11,C,1,1,LowSNR,27,animal
1658,11,C,1,1,LowSNR,27,animal
1659,13,C,1,1,LowSNR,27,animal
1660,13,C,1,1,LowSNR,27,animal
1661,14,C,1,1,LowSNR,27,animal
1662,14,C,1,1,LowSNR,27,animal
1663,14,C,1,1,LowSNR,27,animal
1664,15,C,1,1,LowSNR,27,animal
1665,15,C,1,1,LowSNR,27,animal
1666,15,C,1,1,LowSNR,27,animal
1667,15,C,1,1,LowSNR,27,animal
1668,15,C,1,1,LowSNR,27,animal
1669,16,C,1,1,LowSNR,27,animal
1670,19,C,1,1,LowSNR,27,animal
1671,20,C,1,1,LowSNR,27,animal
1672,21,C,1,1,LowSNR,27,animal
1673,23,C,1,1,LowSNR,27,animal
1674,27,C,1,1,LowSNR,27,animal
1675,27,C,1,1,LowSNR,27,animal
1676,35,C,1,1,LowSNR,27,animal
1677,35,C,1,1,LowSNR,27,animal
1678,35,C,1,1,LowSNR,27,animal
1679,37,C,1,1,LowSNR,27,animal
1680,42,C,1,1,LowSNR,27,animal
1681,42,C,1,1,LowSNR,27,animal
1682,43,C,1,1,LowSNR,27,animal
1683,43,C,1,1,LowSNR,27,animal
1684,43,C,1,1,LowSNR,27,animal
1685,44,C,1,1,LowSNR,27,animal
1686,44,C,1,1,LowSNR,27,animal
1687,44,C,1,1,LowSNR,27,animal
1688,44,C,1,1,LowSNR,27,animal
1689,50,C,1,1,LowSNR,27,animal
1690,52,C,1,1,LowSNR,27,animal
1691,52,C,1,1,LowSNR,27,animal
1692,52,C,1,1,LowSNR,27,animal
1693,52,C,1,1,LowSNR,27,animal
1694,52,C,1,1,LowSNR,27,animal
1695,52,C,1,1,LowSNR,27,animal
1696,52,C,1,1,LowSNR,27,animal
1697,52,C,1,1,LowSNR,27,animal
1698,52,C,1,1,LowSNR,27,animal
1699,52,C,1,1,LowSNR,27,animal
1700,52,C,1,1,LowSNR,27,animal
1701,54,C,1,1,LowSNR,27,animal
1702,54,C,1,1,LowSNR,27,animal
1703,54,C,1,1,LowSNR,27,animal
1704,54,C,1,1,LowSNR,27,animal
1705,54,C,1,1,LowSNR,27,animal
1706,54,C,1,1,LowSNR,27,animal
1707,54,C,1,1,LowSNR,27,animal
1708,58,C,1,1,LowSNR,27,animal
1709,58,C,1,1,LowSNR,27,animal
1710,58,C,1,1,LowSNR,27,animal
1711,58,C,1,1,LowSNR,27,animal
1712,59,C,1,1,LowSNR,27,animal
1713,59,C,1,1,LowSNR,27,animal
1714,59,C,1,1,LowSNR,27,animal
1715,59,C,1,1,LowSNR,27,animal
1716,59,C,1,1,LowSNR,27,animal
1717,61,C,1,1,LowSNR,27,animal
1718,61,C,1,1,LowSNR,27,animal
1719,80,C,1,1,LowSNR,28,animal
1720,92,C,1,1,LowSNR,28,animal
1721,94,C,1,1,LowSNR,28,animal
1722,102,C,1,1,LowSNR,26,animal
1723,105,C,1,1,LowSNR,26,animal
1724,105,C,1,1,LowSNR,26,animal
1725,105,C,1,1,LowSNR,26,animal
1726,106,C,1,1,LowSNR,26,animal
1727,107,C,1,1,LowSNR,26,animal
1728,107,C,1,1,LowSNR,26,animal
1729,108,C,1,1,LowSNR,26,animal
1730,108,C,1,1,LowSNR,26,animal
1731,109,C,1,1,LowSNR,26,animal
1732,109,C,1,1,LowSNR,26,animal
1733,112,C,1,1,LowSNR,26,animal
1734,113,C,1,1,LowSNR,26,animal
1735,114,C,1,1,LowSNR,26,animal
1736,114,C,1,1,LowSNR,26,animal
1737,114,C,1,1,LowSNR,26,animal
1738,114,C,1,1,LowSNR,26,animal
1739,116,C,1,1,LowSNR,26,animal
1740,117,C,1,1,LowSNR,26,animal
1741,117,C,1,1,LowSNR,26,animal
1742,117,C,1,1,LowSNR,26,animal
1743,118,C,1,1,LowSNR,26,animal
1744,118,C,1,1,LowSNR,26,animal
1745,118,C,1,1,LowSNR,26,animal
1746,118,C,1,1,LowSNR,26,animal
1747,118,C,1,1,LowSNR,26,animal
1748,118,C,1,1,LowSNR,26,animal
1749,118,C,1,1,LowSNR,26,animal
1750,118,C,1,1,LowSNR,26,animal
1751,121,C,1,1,LowSNR,26,animal
1752,122,C,1,1,LowSNR,26,animal
1753,124,C,1,1,LowSNR,26,animal
1754,124,C,1,1,LowSNR,26,animal
1755,126,C,1,1,LowSNR,26,animal
1756,127,C,1,1,LowSNR,26,animal
1757,127,C,1,1,LowSNR,26,animal
1758,127,C,1,1,LowSNR,26,animal
1759,127,C,1,1,LowSNR,26,animal
1760,127,C,1,1,LowSNR,26,animal
1761,127,C,1,1,LowSNR,26,animal
1762,127,C,1,1,LowSNR,26,animal
1763,127,C,1,1,LowSNR,26,animal
1764,129,C,1,1,LowSNR,26,animal
1765,129,C,1,1,LowSNR,26,animal
1766,129,C,1,1,LowSNR,26,animal
1767,129,C,1,1,LowSNR,26,animal
1768,129,C,1,1,LowSNR,26,animal
1769,129,C,1,1,LowSNR,26,animal
1770,130,C,1,1,LowSNR,26,animal
1771,130,C,1,1,LowSNR,26,animal
1772,130,C,1,1,LowSNR,26,animal
1773,130,C,1,1,LowSNR,26,animal
1774,131,C,1,1,LowSNR,26,animal
1775,131,C,1,1,LowSNR,26,animal
1776,133,C,1,1,LowSNR,26,animal
1777,133,C,1,1,LowSNR,26,animal
1778,133,C,1,1,LowSNR,26,animal
1779,133,C,1,1,LowSNR,26,animal
1780,134,C,1,1,LowSNR,26,animal
1781,134,C,1,1,LowSNR,26,animal
1782,134,C,1,1,LowSNR,26,animal
1783,134,C,1,1,LowSNR,26,animal
1784,135,C,1,1,LowSNR,26,animal
1785,135,C,1,1,LowSNR,26,animal
1786,135,C,1,1,LowSNR,26,animal
1787,136,C,1,1,LowSNR,26,animal
1788,136,C,1,1,LowSNR,26,animal
1789,136,C,1,1,LowSNR,26,animal
1790,137,C,1,1,LowSNR,26,animal
1791,138,C,1,1,LowSNR,26,animal
1792,138,C,1,1,LowSNR,26,animal
1793,138,C,1,1,LowSNR,26,animal
1794,138,C,1,1,LowSNR,26,animal
1795,139,C,1,1,LowSNR,26,animal
1796,139,C,1,1,LowSNR,26,animal
1797,140,C,1,1,LowSNR,26,animal
1798,140,C,1,1,LowSNR,26,animal
1799,140,C,1,1,LowSNR,26,animal
1800,140,C,1,1,LowSNR,26,animal
1801,141,C,1,1,LowSNR,26,animal
1802,141,C,1,1,LowSNR,26,animal
1803,141,C,1,1,LowSNR,26,animal
1804,142,C,1,1,LowSNR,26,animal
1805,142,C,1,1,LowSNR,26,animal
1806,143,C,1,1,LowSNR,26,animal
1807,143,C,1,1,LowSNR,26,animal
1808,144,C,1,1,LowSNR,26,animal
1809,144,C,1,1,LowSNR,26,animal
1810,144,C,1,1,LowSNR,26,animal
1811,144,C,1,1,LowSNR,26,animal
1812,144,C,1,1,LowSNR,26,animal
1813,144,C,1,1,LowSNR,26,animal
1814,144,C,1,1,LowSNR,26,animal
1815,144,C,1,1,LowSNR,26,animal
1816,144,C,1,1,LowSNR,26,animal
1817,144,C,1,1,LowSNR,26,animal
1818,144,C,1,1,LowSNR,26,animal
1819,145,C,1,1,LowSNR,26,animal
1820,145,C,1,1,LowSNR,26,animal
1821,145,C,1,1,LowSNR,26,animal
1822,145,C,1,1,LowSNR,26,animal
1823,145,C,1,1,LowSNR,26,animal
1824,145,C,1,1,LowSNR,26,animal
1825,145,C,1,1,LowSNR,26,animal
1826,146,C,1,1,LowSNR,26,animal
1827,146,C,1,1,LowSNR,26,animal
1828,147,C,1,1,LowSNR,26,animal
1829,147,C,1,1,LowSNR,26,animal
1830,147,C,1,1,LowSNR,26,animal
1831,148,C,1,1,LowSNR,26,animal
1832,148,C,1,1,LowSNR,26,animal
1833,148,C,1,1,LowSNR,26,animal
1834,151,C,1,1,LowSNR,26,animal
1835,151,C,1,1,LowSNR,26,animal
1836,152,C,1,1,LowSNR,26,animal
1837,153,C,1,1,LowSNR,26,animal
1838,153,C,1,1,LowSNR,26,animal
1839,153,C,1,1,LowSNR,26,animal
1840,154,C,1,1,LowSNR,26,animal
1841,155,C,1,1,LowSNR,26,animal
1842,155,C,1,1,LowSNR,26,animal
1843,155,C,1,1,LowSNR,26,animal
1844,155,C,1,1,LowSNR,26,animal
1845,155,C,1,1,LowSNR,26,animal
1846,156,C,1,1,LowSNR,26,animal
1847,156,C,1,1,LowSNR,26,animal
1848,158,C,1,1,LowSNR,26,animal
1849,158,C,1,1,LowSNR,26,animal
1850,158,C,1,1,LowSNR,26,animal
1851,159,C,1,1,LowSNR,26,animal
1852,160,C,1,1,LowSNR,26,animal
1853,161,C,1,1,LowSNR,26,animal
1854,161,C,1,1,LowSNR,26,animal
1855,163,C,1,1,LowSNR,26,animal
1856,167,C,1,1,LowSNR,25,animal
1857,167,C,1,1,LowSNR,25,animal
1858,167,C,1,1,LowSNR,25,animal
1859,167,C,1,1,LowSNR,25,animal
1860,183,C,1,1,LowSNR,24,animal
1861,183,C,1,1,LowSNR,24,animal
1862,184,C,1,1,LowSNR,24,animal
1863,185,C,1,1,LowSNR,24,animal
1864,185,C,1,1,LowSNR,24,animal
1865,185,C,1,1,LowSNR,24,animal
1866,187,C,1,1,LowSNR,24,animal
1867,191,C,1,1,LowSNR,24,animal
1868,191,C,1,1,LowSNR,24,animal
1869,191,C,1,1,LowSNR,24,animal
1870,192,C,1,1,LowSNR,24,animal
1871,192,C,1,1,LowSNR,24,animal
1872,192,C,1,1,LowSNR,24,animal
1873,192,C,1,1,LowSNR,24,animal
1874,192,C,1,1,LowSNR,24,animal
1875,193,C,1,1,LowSNR,24,animal
1876,193,C,1,1,LowSNR,24,animal
1877,193,C,1,1,LowSNR,24,animal
1878,199,C,1,1,LowSNR,24,animal
1879,199,C,1,1,LowSNR,24,animal
1880,199,C,1,1,LowSNR,24,animal
1881,199,C,1,1,LowSNR,24,animal
1882,199,C,1,1,LowSNR,24,animal
1883,200,C,1,1,LowSNR,24,animal
1884,200,C,1,1,LowSNR,24,animal
1885,200,C,1,1,LowSNR,24,animal
1886,200,C,1,1,LowSNR,24,animal
1887,200,C,1,1,LowSNR,24,animal
1888,200,C,1,1,LowSNR,24,animal
1889,200,C,1,1,LowSNR,24,animal
1890,200,C,1,1,LowSNR,24,animal
1891,201,C,1,1,LowSNR,24,animal
1892,215,D,4,4,LowSNR,29,animal
1893,215,D,4,4,LowSNR,29,animal
1894,222,D,4,4,LowSNR,30,animal
1895,222,D,4,4,LowSNR,30,animal
1896,223,D,4,4,LowSNR,30,animal
1897,223,D,4,4,LowSNR,30,animal
1898,224,D,4,4,LowSNR,30,animal
1899,224,D,4,4,LowSNR,30,animal
1900,224,D,4,4,LowSNR,30,animal
1901,224,D,4,4,LowSNR,30,animal
1902,224,D,4,4,LowSNR,30,animal
1903,224,D,4,4,LowSNR,30,animal
1904,225,D,4,4,LowSNR,30,animal
1905,225,D,4,4,LowSNR,30,animal
1906,225,D,4,4,LowSNR,30,animal
1907,225,D,4,4,LowSNR,30,animal
1908,227,D,4,4,LowSNR,30,animal
1909,228,D,4,4,LowSNR,30,animal
1910,228,D,4,4,LowSNR,30,animal
1911,229,D,4,4,LowSNR,30,animal
1912,229,D,4,4,LowSNR,30,animal
1913,229,D,4,4,LowSNR,30,animal
1914,229,D,4,4,LowSNR,30,animal
1915,229,D,4,4,LowSNR,30,animal
1916,229,D,4,4,LowSNR,30,animal
1917,230,D,4,4,LowSNR,30,animal
1918,230,D,4,4,LowSNR,30,animal
1919,230,D,4,4,LowSNR,30,animal
1920,232,D,4,4,LowSNR,30,animal
1921,232,D,4,4,LowSNR,30,animal
1922,233,D,4,4,LowSNR,30,animal
1923,233,D,4,4,LowSNR,30,animal
1924,233,D,4,4,LowSNR,30,animal
1925,234,D,4,4,LowSNR,30,animal
1926,235,D,4,4,LowSNR,30,animal
1927,237,D,4,4,LowSNR,30,animal
1928,237,D,4,4,LowSNR,30,animal
1929,238,D,4,4,LowSNR,30,animal
1930,238,D,4,4,LowSNR,30,animal
1931,238,D,4,4,LowSNR,30,animal
1932,238,D,4,4,LowSNR,30,animal
1933,238,D,4,4,LowSNR,30,animal
1934,238,D,4,4,LowSNR,30,animal
1935,239,D,4,4,LowSNR,30,animal
1936,240,D,4,4,LowSNR,30,animal
1937,241,D,4,4,LowSNR,30,animal
1938,241,D,4,4,LowSNR,30,animal
1939,241,D,4,4,LowSNR,30,animal
1940,241,D,4,4,LowSNR,30,animal
1941,241,D,4,4,LowSNR,30,animal
1942,241,D,4,4,LowSNR,30,animal
1943,241,D,4,4,LowSNR,30,animal
1944,241,D,4,4,LowSNR,30,animal
1945,241,D,4,4,LowSNR,30,animal
1946,241,D,4,4,LowSNR,30,animal
1947,241,D,4,4,LowSNR,30,animal
1948,243,D,4,4,LowSNR,30,animal
1949,244,D,4,4,LowSNR,30,animal
1950,244,D,4,4,LowSNR,30,animal
1951,244,D,4,4,LowSNR,30,animal
1952,244,D,4,4,LowSNR,30,animal
1953,245,D,4,4,LowSNR,30,animal
1954,245,D,4,4,LowSNR,30,animal
1955,247,D,4,4,LowSNR,30,animal
1956,247,D,4,4,LowSNR,30,animal
1957,247,D,4,4,LowSNR,30,animal
1958,247,D,4,4,LowSNR,30,animal
1959,247,D,4,4,LowSNR,30,animal
1960,248,D,4,4,LowSNR,30,animal
1961,248,D,4,4,LowSNR,30,animal
1962,248,D,4,4,LowSNR,30,animal
1963,248,D,4,4,LowSNR,30,animal
1964,248,D,4,4,LowSNR,30,animal
1965,248,D,4,4,LowSNR,30,animal
1966,249,D,4,4,LowSNR,30,animal
1967,249,D,4,4,LowSNR,30,animal
1968,249,D,4,4,LowSNR,30,animal
1969,249,D,4,4,LowSNR,30,animal
1970,249,D,4,4,LowSNR,30,animal
1971,249,D,4,4,LowSNR,30,animal
1972,250,D,4,4,LowSNR,30,animal
1973,250,D,4,4,LowSNR,30,animal
1974,250,D,4,4,LowSNR,30,animal
1975,250,D,4,4,LowSNR,30,animal
1976,250,D,4,4,LowSNR,30,animal
1977,250,D,4,4,LowSNR,30,animal
1978,254,D,4,4,LowSNR,30,animal
1979,256,D,4,4,LowSNR,30,animal
1980,256,D,4,4,LowSNR,30,animal
1981,256,D,4,4,LowSNR,30,animal
1982,256,D,4,4,LowSNR,30,animal
1983,257,D,4,4,LowSNR,30,animal
1984,264,D,4,4,LowSNR,31,animal
1985,264,D,4,4,LowSNR,31,animal
1986,264,D,4,4,LowSNR,31,animal
1987,264,D,4,4,LowSNR,31,animal
1988,264,D,4,4,LowSNR,31,animal
1989,264,D,4,4,LowSNR,31,animal
1990,264,D,4,4,LowSNR,31,animal
1991,264,D,4,4,LowSNR,31,animal
1992,264,D,4,4,LowSNR,31,animal
1993,264,D,4,4,LowSNR,31,animal
1994,264,D,4,4,LowSNR,31,animal
1995,264,D,4,4,LowSNR,31,animal
1996,264,D,4,4,LowSNR,31,animal
1997,264,D,4,4,LowSNR,31,animal
1998,264,D,4,4,LowSNR,31,animal
1999,264,D,4,4,LowSNR,31,animal
2000,264,D,4,4,LowSNR,31,animal
2001,264,D,4,4,LowSNR,31,animal
2002,264,D,4,4,LowSNR,31,animal
2003,264,D,4,4,LowSNR,31,animal
2004,264,D,4,4,LowSNR,31,animal
2005,264,D,4,4,LowSNR,31,animal
2006,264,D,4,4,LowSNR,31,animal
2007,264,D,4,4,LowSNR,31,animal
2008,264,D,4,4,LowSNR,31,animal
2009,264,D,4,4,LowSNR,31,animal
2010,264,D,4,4,LowSNR,31,animal
2011,265,D,4,4,LowSNR,31,animal
2012,265,D,4,4,LowSNR,31,animal
2013,265,D,4,4,LowSNR,31,animal
2014,265,D,4,4,LowSNR,31,animal
2015,267,D,4,4,LowSNR,31,animal
2016,276,D,4,4,LowSNR,31,animal
2017,281,D,4,4,LowSNR,31,animal
2018,281,D,4,4,LowSNR,31,animal
2019,281,D,4,4,LowSNR,31,animal
2020,281,D,4,4,LowSNR,31,animal
2021,281,D,4,4,LowSNR,31,animal
2022,282,D,4,4,LowSNR,31,animal
2023,282,D,4,4,LowSNR,31,animal
2024,282,D,4,4,LowSNR,31,animal
2025,282,D,4,4,LowSNR,31,animal
2026,282,D,4,4,LowSNR,31,animal
2027,282,D,4,4,LowSNR,31,animal
2028,282,D,4,4,LowSNR,31,animal
2029,282,D,4,4,LowSNR,31,animal
2030,286,D,4,4,LowSNR,31,animal
2031,286,D,4,4,LowSNR,31,animal
2032,287,D,4,4,LowSNR,31,animal
2033,287,D,4,4,LowSNR,31,animal
2034,287,D,4,4,LowSNR,31,animal
2035,287,D,4,4,LowSNR,31,animal
2036,288,D,4,4,LowSNR,31,animal
2037,288,D,4,4,LowSNR,31,animal
2038,288,D,4,4,LowSNR,31,animal
2039,289,D,4,4,LowSNR,31,animal
2040,289,D,4,4,LowSNR,31,animal
2041,289,D,4,4,LowSNR,31,animal
2042,289,D,4,4,LowSNR,31,animal
2043,292,D,4,4,LowSNR,31,animal
2044,292,D,4,4,LowSNR,31,animal
2045,293,D,4,4,LowSNR,31,animal
2046,293,D,4,4,LowSNR,31,animal
2047,296,D,4,4,LowSNR,32,animal
2048,296,D,4,4,LowSNR,32,animal
2049,299,D,4,4,LowSNR,32,animal
2050,299,D,4,4,LowSNR,32,animal
2051,299,D,4,4,LowSNR,32,animal
2052,299,D,4,4,LowSNR,32,animal
2053,301,D,4,4,LowSNR,32,animal
2054,302,D,4,4,LowSNR,32,animal
2055,302,D,4,4,LowSNR,32,animal
2056,302,D,4,4,LowSNR,32,animal
2057,302,D,4,4,LowSNR,32,animal
2058,303,D,4,4,LowSNR,32,animal
2059,303,D,4,4,LowSNR,32,animal
2060,303,D,4,4,LowSNR,32,animal
2061,303,D,4,4,LowSNR,32,animal
2062,303,D,4,4,LowSNR,32,animal
2063,303,D,4,4,LowSNR,32,animal
2064,305,D,4,4,LowSNR,32,animal
2065,307,D,4,4,LowSNR,32,animal
2066,308,D,4,4,LowSNR,32,animal
2067,309,D,4,4,LowSNR,32,animal
2068,309,D,4,4,LowSNR,32,animal
2069,309,D,4,4,LowSNR,32,animal
2070,310,D,4,4,LowSNR,32,animal
2071,311,D,4,4,LowSNR,32,animal
2072,311,D,4,4,LowSNR,32,animal
2073,311,D,4,4,LowSNR,32,animal
2074,311,D,4,4,LowSNR,32,animal
2075,311,D,4,4,LowSNR,32,animal
2076,311,D,4,4,LowSNR,32,animal
2077,311,D,4,4,LowSNR,32,animal
2078,311,D,4,4,LowSNR,32,animal
2079,313,D,4,4,LowSNR,32,animal
2080,314,D,4,4,LowSNR,32,animal
2081,317,D,4,4,LowSNR,32,animal
2082,317,D,4,4,LowSNR,32,animal
2083,317,D,4,4,LowSNR,32,animal
2084,317,D,4,4,LowSNR,32,animal
2085,318,D,4,4,LowSNR,32,animal
2086,318,D,4,4,LowSNR,32,animal
2087,319,D,4,4,LowSNR,32,animal
2088,319,D,4,4,LowSNR,32,animal
2089,319,D,4,4,LowSNR,32,animal
2090,319,D,4,4,LowSNR,32,animal
2091,319,D,4,4,LowSNR,32,animal
2092,319,D,4,4,LowSNR,32,animal
2093,319,D,4,4,LowSNR,32,animal
2094,319,D,4,4,LowSNR,32,animal
2095,319,D,4,4,LowSNR,32,animal
2096,319,D,4,4,LowSNR,32,animal
2097,319,D,4,4,LowSNR,32,animal
2098,320,D,4,4,LowSNR,32,animal
2099,320,D,4,4,LowSNR,32,animal
2100,321,D,4,4,LowSNR,32,animal
2101,321,D,4,4,LowSNR,32,animal
2102,322,D,4,4,LowSNR,32,animal
2103,322,D,4,4,LowSNR,32,animal
2104,322,D,4,4,LowSNR,32,animal
2105,322,D,4,4,LowSNR,32,animal
2106,322,D,4,4,LowSNR,32,animal
2107,323,D,4,4,LowSNR,32,animal
2108,323,D,4,4,LowSNR,32,animal
2109,323,D,4,4,LowSNR,32,animal
2110,324,D,4,4,LowSNR,32,animal
2111,325,D,4,4,LowSNR,32,animal
2112,325,D,4,4,LowSNR,32,animal
2113,328,D,4,4,LowSNR,32,animal
2114,328,D,4,4,LowSNR,32,animal
2115,328,D,4,4,LowSNR,32,animal
2116,328,D,4,4,LowSNR,32,animal
2117,329,D,4,4,LowSNR,32,animal
2118,329,D,4,4,LowSNR,32,animal
2119,330,D,4,4,LowSNR,32,animal
2120,330,D,4,4,LowSNR,32,animal
2121,330,D,4,4,LowSNR,32,animal
2122,331,D,4,4,LowSNR,32,animal
2123,331,D,4,4,LowSNR,32,animal
2124,331,D,4,4,LowSNR,32,animal
2125,332,D,4,4,LowSNR,32,animal
2126,332,D,4,4,LowSNR,32,animal
2127,332,D,4,4,LowSNR,32,animal
2128,332,D,4,4,LowSNR,32,animal
2129,332,D,4,4,LowSNR,32,animal
2130,332,D,4,4,LowSNR,32,animal
2131,333,D,4,4,LowSNR,32,animal
2132,333,D,4,4,LowSNR,32,animal
2133,335,D,4,4,LowSNR,32,animal
2134,336,D,4,4,LowSNR,32,animal
2135,337,D,4,4,LowSNR,32,animal
2136,337,D,4,4,LowSNR,32,animal
2137,337,D,4,4,LowSNR,32,animal
2138,337,D,4,4,LowSNR,32,animal
2139,337,D,4,4,LowSNR,32,animal
2140,337,D,4,4,LowSNR,32,animal
2141,337,D,4,4,LowSNR,32,animal
2142,337,D,4,4,LowSNR,32,animal
2143,337,D,4,4,LowSNR,32,animal
2144,337,D,4,4,LowSNR,32,animal
2145,337,D,4,4,LowSNR,32,animal
2146,337,D,4,4,LowSNR,32,animal
2147,339,D,4,4,LowSNR,32,animal
2148,340,D,4,4,LowSNR,32,animal
2149,341,D,4,4,LowSNR,32,animal
2150,341,D,4,4,LowSNR,32,animal
2151,341,D,4,4,LowSNR,32,animal
2152,342,D,4,4,LowSNR,32,animal
2153,342,D,4,4,LowSNR,32,animal
2154,343,D,4,4,LowSNR,32,animal
2155,343,D,4,4,LowSNR,32,animal
2156,343,D,4,4,LowSNR,32,animal
2157,343,D,4,4,LowSNR,32,animal
2158,344,D,4,4,LowSNR,32,animal
2159,344,D,4,4,LowSNR,32,animal
2160,345,D,4,4,LowSNR,32,animal
2161,345,D,4,4,LowSNR,32,animal
2162,345,D,4,4,LowSNR,32,animal
2163,345,D,4,4,LowSNR,32,animal
2164,345,D,4,4,LowSNR,32,animal
2165,345,D,4,4,LowSNR,32,animal
2166,345,D,4,4,LowSNR,32,animal
2167,345,D,4,4,LowSNR,32,animal
2168,346,D,4,4,LowSNR,32,animal
2169,346,D,4,4,LowSNR,32,animal
2170,346,D,4,4,LowSNR,32,animal
2171,346,D,4,4,LowSNR,32,animal
2172,346,D,4,4,LowSNR,32,animal
2173,346,D,4,4,LowSNR,32,animal
2174,346,D,4,4,LowSNR,32,animal
2175,346,D,4,4,LowSNR,32,animal
2176,346,D,4,4,LowSNR,32,animal
2177,346,D,4,4,LowSNR,32,animal
2178,346,D,4,4,LowSNR,32,animal
2179,348,A,2,2,LowSNR,5,animal
2180,352,A,2,2,LowSNR,6,animal
2181,355,A,2,2,LowSNR,6,animal
2182,356,A,2,2,LowSNR,6,animal
2183,356,A,2,2,LowSNR,6,animal
2184,362,A,2,2,LowSNR,7,animal
2185,362,A,2,2,LowSNR,7,animal
2186,362,A,2,2,LowSNR,7,animal
2187,362,A,2,2,LowSNR,7,animal
2188,362,A,2,2,LowSNR,7,animal
2189,363,A,2,2,LowSNR,7,animal
2190,364,A,2,2,LowSNR,7,animal
2191,369,A,2,2,LowSNR,8,animal
2192,371,A,2,2,LowSNR,8,animal
2193,372,A,2,2,LowSNR,8,animal
2194,372,A,2,2,LowSNR,8,animal
2195,373,A,2,2,LowSNR,8,animal
2196,375,A,2,2,LowSNR,8,animal
2197,378,A,2,2,LowSNR,9,animal
2198,400,A,2,2,LowSNR,16,animal
2199,403,A,2,2,LowSNR,17,animal
2200,404,A,2,2,LowSNR,17,animal
2201,404,A,2,2,LowSNR,17,animal
2202,406,A,2,2,LowSNR,17,animal
2203,406,A,2,2,LowSNR,17,animal
2204,407,A,2,2,LowSNR,17,animal
2205,407,A,2,2,LowSNR,17,animal
